m,TagName,
"2012-10-01 00:00:00","perl","682"
"2012-10-01 00:00:00","clojure","148"
"2012-10-01 00:00:00","php","11701"
"2012-10-01 00:00:00","c","3149"
"2012-10-01 00:00:00","haskell","419"
"2012-10-01 00:00:00","java","13453"
"2012-10-01 00:00:00","shell","593"
"2012-10-01 00:00:00","swift","4"
"2012-10-01 00:00:00","typescript","277"
"2012-10-01 00:00:00","delphi","478"
"2012-10-01 00:00:00","lua","100"
"2012-10-01 00:00:00","assembly","314"
"2012-10-01 00:00:00","rust","2"
"2012-11-01 00:00:00","shell","579"
"2012-11-01 00:00:00","typescript","143"
"2012-11-01 00:00:00","kotlin","2"
"2012-11-01 00:00:00","fortran","76"
"2012-11-01 00:00:00","objective-c","3841"
"2012-11-01 00:00:00","python","6386"
"2012-11-01 00:00:00","haskell","388"
"2012-11-01 00:00:00","swift","4"
"2012-11-01 00:00:00","lua","90"
"2012-11-01 00:00:00","rust","6"
"2012-11-01 00:00:00","go","103"
"2012-11-01 00:00:00","julia","1"
"2012-11-01 00:00:00","cobol","10"
"2012-11-01 00:00:00","c","3182"
"2012-11-01 00:00:00","clojure","112"
"2012-11-01 00:00:00","groovy","160"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","java","13570"
"2012-11-01 00:00:00","c#","12218"
"2012-11-01 00:00:00","javascript","12316"
"2012-11-01 00:00:00","scala","551"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","sql","4299"
"2012-11-01 00:00:00","ruby","2127"
"2012-11-01 00:00:00","delphi","442"
"2012-11-01 00:00:00","c++","6262"
"2012-11-01 00:00:00","erlang","109"
"2012-11-01 00:00:00","php","11697"
"2012-11-01 00:00:00","assembly","303"
"2012-12-01 00:00:00","sql","3869"
"2012-12-01 00:00:00","javascript","11725"
"2012-12-01 00:00:00","julia","1"
"2012-12-01 00:00:00","lua","76"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","fortran","70"
"2012-12-01 00:00:00","groovy","180"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","clojure","113"
"2012-12-01 00:00:00","erlang","75"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","assembly","263"
"2012-12-01 00:00:00","shell","550"
"2012-12-01 00:00:00","c","2559"
"2012-12-01 00:00:00","python","5739"
"2012-12-01 00:00:00","typescript","81"
"2012-12-01 00:00:00","scala","478"
"2012-12-01 00:00:00","java","12388"
"2012-12-01 00:00:00","swift","4"
"2012-12-01 00:00:00","php","10981"
"2012-12-01 00:00:00","haskell","335"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","kotlin","2"
"2012-12-01 00:00:00","cobol","4"
"2012-12-01 00:00:00","objective-c","3715"
"2012-12-01 00:00:00","r","1211"
"2012-12-01 00:00:00","c++","5675"
"2012-12-01 00:00:00","c#","10940"
"2013-01-01 00:00:00","c#","12735"
"2013-01-01 00:00:00","rust","3"
"2013-01-01 00:00:00","c++","6029"
"2013-01-01 00:00:00","shell","629"
"2013-01-01 00:00:00","erlang","85"
"2013-01-01 00:00:00","groovy","191"
"2013-01-01 00:00:00","python","6553"
"2013-01-01 00:00:00","c","2899"
"2013-01-01 00:00:00","haskell","352"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","fortran","85"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","php","12798"
"2013-01-01 00:00:00","java","13671"
"2013-01-01 00:00:00","ruby","2302"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","lua","123"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","cobol","15"
"2013-01-01 00:00:00","javascript","13751"
"2013-01-01 00:00:00","typescript","96"
"2013-01-01 00:00:00","objective-c","4062"
"2013-01-01 00:00:00","kotlin","1"
"2013-01-01 00:00:00","julia","7"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","scala","573"
"2013-01-01 00:00:00","sql","4639"
"2013-01-01 00:00:00","clojure","163"
"2013-02-01 00:00:00","haskell","378"
"2013-02-01 00:00:00","c","3086"
"2013-02-01 00:00:00","lua","117"
"2013-02-01 00:00:00","cobol","12"
"2013-02-01 00:00:00","kotlin","4"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","c++","6045"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12469"
"2013-02-01 00:00:00","clojure","188"
"2013-02-01 00:00:00","php","12453"
"2013-02-01 00:00:00","scala","589"
"2013-02-01 00:00:00","python","6721"
"2013-02-01 00:00:00","sql","4541"
"2013-02-01 00:00:00","julia","1"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","fortran","77"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","groovy","145"
"2013-02-01 00:00:00","javascript","13601"
"2013-02-01 00:00:00","java","13654"
"2013-02-01 00:00:00","ruby","2209"
"2013-02-01 00:00:00","shell","655"
"2013-02-01 00:00:00","erlang","96"
"2013-02-01 00:00:00","rust","3"
"2013-02-01 00:00:00","objective-c","3887"
"2013-02-01 00:00:00","typescript","70"
"2013-02-01 00:00:00","perl","745"
"2013-03-01 00:00:00","shell","658"
"2013-03-01 00:00:00","java","15860"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","erlang","105"
"2013-03-01 00:00:00","c++","7165"
"2013-03-01 00:00:00","kotlin","1"
"2013-03-01 00:00:00","python","7596"
"2013-03-01 00:00:00","objective-c","4400"
"2013-03-01 00:00:00","clojure","239"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","typescript","115"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","fortran","94"
"2013-03-01 00:00:00","php","14010"
"2013-03-01 00:00:00","c","3419"
"2013-03-01 00:00:00","scala","667"
"2013-03-01 00:00:00","javascript","15243"
"2013-03-01 00:00:00","ruby","2555"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","cobol","12"
"2013-03-01 00:00:00","groovy","173"
"2013-03-01 00:00:00","lua","172"
"2013-03-01 00:00:00","r","1845"
"2013-03-01 00:00:00","julia","3"
"2013-03-01 00:00:00","rust","7"
"2013-03-01 00:00:00","sql","5200"
"2013-03-01 00:00:00","haskell","424"
"2013-03-01 00:00:00","c#","14212"
"2013-04-01 00:00:00","haskell","417"
"2013-04-01 00:00:00","clojure","218"
"2013-04-01 00:00:00","julia","2"
"2013-04-01 00:00:00","python","7907"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","fortran","94"
"2013-04-01 00:00:00","kotlin","3"
"2013-04-01 00:00:00","scala","687"
"2013-04-01 00:00:00","typescript","94"
"2013-04-01 00:00:00","sql","5022"
"2013-04-01 00:00:00","ruby","2457"
"2013-04-01 00:00:00","cobol","12"
"2013-04-01 00:00:00","php","13295"
"2013-04-01 00:00:00","groovy","167"
"2013-04-01 00:00:00","c","3516"
"2013-04-01 00:00:00","objective-c","4048"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","java","16165"
"2013-04-01 00:00:00","erlang","82"
"2013-04-01 00:00:00","c#","13849"
"2013-04-01 00:00:00","lua","177"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","r","1832"
"2013-04-01 00:00:00","javascript","15268"
"2013-04-01 00:00:00","shell","688"
"2013-04-01 00:00:00","c++","7098"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","assembly","331"
"2013-04-01 00:00:00","rust","12"
"2013-05-01 00:00:00","sql","4958"
"2013-05-01 00:00:00","scala","658"
"2013-05-01 00:00:00","julia","3"
"2013-05-01 00:00:00","typescript","76"
"2013-05-01 00:00:00","php","12983"
"2013-05-01 00:00:00","python","7786"
"2013-05-01 00:00:00","fortran","84"
"2013-05-01 00:00:00","shell","677"
"2013-05-01 00:00:00","haskell","350"
"2013-05-01 00:00:00","java","15210"
"2013-05-01 00:00:00","c#","13418"
"2013-05-01 00:00:00","perl","901"
"2013-05-01 00:00:00","javascript","15004"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6809"
"2013-05-01 00:00:00","delphi","532"
"2013-05-01 00:00:00","clojure","189"
"2013-05-01 00:00:00","objective-c","3808"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","rust","21"
"2013-05-01 00:00:00","lua","180"
"2013-05-01 00:00:00","cobol","8"
"2013-05-01 00:00:00","ruby","2336"
"2013-05-01 00:00:00","c","3185"
"2013-05-01 00:00:00","erlang","70"
"2013-05-01 00:00:00","groovy","158"
"2013-05-01 00:00:00","kotlin","2"
"2013-05-01 00:00:00","r","1777"
"2013-05-01 00:00:00","go","141"
"2013-06-01 00:00:00","typescript","94"
"2013-06-01 00:00:00","javascript","14547"
"2013-06-01 00:00:00","cobol","10"
"2013-06-01 00:00:00","haskell","321"
"2013-06-01 00:00:00","c","2924"
"2013-06-01 00:00:00","fortran","87"
"2013-06-01 00:00:00","shell","656"
"2013-06-01 00:00:00","julia","6"
"2013-06-01 00:00:00","perl","826"
"2013-06-01 00:00:00","java","13867"
"2013-06-01 00:00:00","clojure","167"
"2013-06-01 00:00:00","kotlin","2"
"2013-06-01 00:00:00","rust","10"
"2013-06-01 00:00:00","c++","6175"
"2013-06-01 00:00:00","objective-c","3357"
"2013-06-01 00:00:00","swift","4"
"2013-06-01 00:00:00","assembly","292"
"2013-06-01 00:00:00","erlang","76"
"2013-06-01 00:00:00","scala","689"
"2013-06-01 00:00:00","c#","12743"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","ruby","2219"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","python","7576"
"2013-06-01 00:00:00","sql","4715"
"2013-06-01 00:00:00","groovy","167"
"2013-06-01 00:00:00","r","1772"
"2013-06-01 00:00:00","lua","155"
"2013-06-01 00:00:00","php","12622"
"2013-07-01 00:00:00","cobol","7"
"2013-07-01 00:00:00","swift","7"
"2013-07-01 00:00:00","c#","14125"
"2013-07-01 00:00:00","sql","5381"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","fortran","84"
"2013-07-01 00:00:00","kotlin","2"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","groovy","174"
"2013-07-01 00:00:00","julia","7"
"2013-07-01 00:00:00","haskell","302"
"2013-07-01 00:00:00","c","2997"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","php","14220"
"2013-07-01 00:00:00","python","8588"
"2013-07-01 00:00:00","typescript","107"
"2013-07-01 00:00:00","objective-c","3743"
"2013-07-01 00:00:00","erlang","59"
"2013-07-01 00:00:00","shell","673"
"2013-07-01 00:00:00","r","1961"
"2013-07-01 00:00:00","scala","698"
"2013-07-01 00:00:00","lua","200"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","java","15119"
"2013-07-01 00:00:00","ruby","2435"
"2013-07-01 00:00:00","clojure","174"
"2013-07-01 00:00:00","javascript","16755"
"2013-07-01 00:00:00","rust","12"
"2013-07-01 00:00:00","c++","6568"
"2013-08-01 00:00:00","javascript","16771"
"2013-08-01 00:00:00","erlang","85"
"2013-08-01 00:00:00","c","2999"
"2013-08-01 00:00:00","c#","13800"
"2013-08-01 00:00:00","sql","5340"
"2013-08-01 00:00:00","php","14193"
"2013-08-01 00:00:00","ruby","2475"
"2013-08-01 00:00:00","shell","718"
"2013-08-01 00:00:00","groovy","180"
"2013-08-01 00:00:00","haskell","325"
"2013-08-01 00:00:00","c++","6233"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","14994"
"2013-08-01 00:00:00","kotlin","1"
"2013-08-01 00:00:00","fortran","80"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","clojure","167"
"2013-08-01 00:00:00","objective-c","3535"
"2013-08-01 00:00:00","rust","12"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","perl","831"
"2013-08-01 00:00:00","scala","691"
"2013-08-01 00:00:00","swift","4"
"2013-08-01 00:00:00","lua","187"
"2013-08-01 00:00:00","typescript","107"
"2013-08-01 00:00:00","python","7926"
"2013-08-01 00:00:00","julia","4"
"2013-08-01 00:00:00","cobol","8"
"2013-08-01 00:00:00","r","1913"
"2013-09-01 00:00:00","rust","8"
"2013-09-01 00:00:00","shell","751"
"2013-09-01 00:00:00","javascript","17620"
"2013-09-01 00:00:00","php","14135"
"2013-09-01 00:00:00","perl","682"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","c++","6520"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","python","7938"
"2013-09-01 00:00:00","objective-c","3933"
"2013-09-01 00:00:00","clojure","185"
"2013-09-01 00:00:00","sql","5868"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","erlang","79"
"2013-09-01 00:00:00","fortran","91"
"2013-09-01 00:00:00","swift","9"
"2013-09-01 00:00:00","c","3374"
"2013-09-01 00:00:00","cobol","9"
"2013-09-01 00:00:00","groovy","190"
"2013-09-01 00:00:00","lua","179"
"2013-09-01 00:00:00","typescript","86"
"2013-09-01 00:00:00","haskell","366"
"2013-09-01 00:00:00","java","16190"
"2013-09-01 00:00:00","c#","13707"
"2013-09-01 00:00:00","r","1708"
"2013-09-01 00:00:00","scala","774"
"2013-09-01 00:00:00","ruby","2383"
"2013-09-01 00:00:00","julia","6"
"2013-10-01 00:00:00","javascript","19641"
"2013-10-01 00:00:00","scala","841"
"2013-10-01 00:00:00","c#","15139"
"2013-10-01 00:00:00","typescript","82"
"2013-10-01 00:00:00","fortran","154"
"2013-10-01 00:00:00","shell","841"
"2013-10-01 00:00:00","kotlin","3"
"2013-10-01 00:00:00","python","9454"
"2013-10-01 00:00:00","groovy","225"
"2013-10-01 00:00:00","erlang","98"
"2013-10-01 00:00:00","clojure","190"
"2013-10-01 00:00:00","java","18631"
"2013-10-01 00:00:00","julia","12"
"2013-10-01 00:00:00","assembly","376"
"2013-10-01 00:00:00","sql","6778"
"2013-10-01 00:00:00","c","4218"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","objective-c","4448"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","rust","24"
"2013-10-01 00:00:00","swift","10"
"2013-10-01 00:00:00","lua","199"
"2013-10-01 00:00:00","haskell","517"
"2013-10-01 00:00:00","r","2083"
"2013-10-01 00:00:00","c++","7940"
"2013-10-01 00:00:00","cobol","13"
"2013-10-01 00:00:00","perl","813"
"2013-10-01 00:00:00","delphi","519"
"2013-10-01 00:00:00","php","15201"
"2013-11-01 00:00:00","scala","847"
"2013-11-01 00:00:00","erlang","76"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","c#","14520"
"2013-11-01 00:00:00","python","9459"
"2013-11-01 00:00:00","kotlin","1"
"2013-11-01 00:00:00","shell","862"
"2013-11-01 00:00:00","fortran","118"
"2013-11-01 00:00:00","java","18653"
"2013-11-01 00:00:00","haskell","487"
"2013-11-01 00:00:00","typescript","90"
"2013-11-01 00:00:00","julia","12"
"2013-11-01 00:00:00","cobol","13"
"2013-11-01 00:00:00","lua","197"
"2013-11-01 00:00:00","delphi","459"
"2013-11-01 00:00:00","ruby","2572"
"2013-11-01 00:00:00","objective-c","4008"
"2013-11-01 00:00:00","sql","6517"
"2013-11-01 00:00:00","r","2181"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","php","14756"
"2013-11-01 00:00:00","c","4259"
"2013-11-01 00:00:00","c++","8093"
"2013-11-01 00:00:00","groovy","207"
"2013-11-01 00:00:00","clojure","173"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18400"
"2013-11-01 00:00:00","rust","11"
"2013-12-01 00:00:00","scala","816"
"2013-12-01 00:00:00","erlang","92"
"2013-12-01 00:00:00","cobol","10"
"2013-12-01 00:00:00","c","3492"
"2013-12-01 00:00:00","ruby","2438"
"2013-12-01 00:00:00","haskell","447"
"2013-12-01 00:00:00","typescript","122"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","swift","11"
"2013-12-01 00:00:00","clojure","197"
"2013-12-01 00:00:00","groovy","175"
"2013-12-01 00:00:00","r","1904"
"2013-12-01 00:00:00","python","8423"
"2013-12-01 00:00:00","c#","13580"
"2013-12-01 00:00:00","assembly","357"
"2013-12-01 00:00:00","shell","821"
"2013-12-01 00:00:00","julia","18"
"2013-12-01 00:00:00","sql","6184"
"2013-12-01 00:00:00","perl","763"
"2013-12-01 00:00:00","php","14316"
"2013-12-01 00:00:00","c++","6981"
"2013-12-01 00:00:00","kotlin","5"
"2013-12-01 00:00:00","rust","13"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","fortran","92"
"2013-12-01 00:00:00","lua","188"
"2013-12-01 00:00:00","java","17382"
"2013-12-01 00:00:00","javascript","17952"
"2013-12-01 00:00:00","objective-c","3978"
"2014-01-01 00:00:00","haskell","480"
"2014-01-01 00:00:00","lua","181"
"2014-01-01 00:00:00","scala","770"
"2014-01-01 00:00:00","c","3722"
"2014-01-01 00:00:00","python","9815"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","shell","928"
"2014-01-01 00:00:00","rust","40"
"2014-01-01 00:00:00","c#","15285"
"2014-01-01 00:00:00","fortran","111"
"2014-01-01 00:00:00","objective-c","4393"
"2014-01-01 00:00:00","sql","6984"
"2014-01-01 00:00:00","kotlin","1"
"2014-01-01 00:00:00","c++","7667"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","r","2344"
"2014-01-01 00:00:00","groovy","219"
"2014-01-01 00:00:00","php","16674"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","java","18600"
"2014-01-01 00:00:00","cobol","16"
"2014-01-01 00:00:00","swift","6"
"2014-01-01 00:00:00","perl","809"
"2014-01-01 00:00:00","clojure","217"
"2014-01-01 00:00:00","julia","28"
"2014-01-01 00:00:00","typescript","147"
"2014-01-01 00:00:00","erlang","84"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","javascript","21049"
"2014-02-01 00:00:00","groovy","218"
"2014-02-01 00:00:00","scala","829"
"2014-02-01 00:00:00","c","3962"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19161"
"2014-02-01 00:00:00","cobol","13"
"2014-02-01 00:00:00","rust","27"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","javascript","21077"
"2014-02-01 00:00:00","objective-c","4569"
"2014-02-01 00:00:00","ruby","2595"
"2014-02-01 00:00:00","c#","15069"
"2014-02-01 00:00:00","sql","6888"
"2014-02-01 00:00:00","python","9870"
"2014-02-01 00:00:00","perl","790"
"2014-02-01 00:00:00","shell","920"
"2014-02-01 00:00:00","c++","7647"
"2014-02-01 00:00:00","erlang","69"
"2014-02-01 00:00:00","r","2615"
"2014-02-01 00:00:00","clojure","205"
"2014-02-01 00:00:00","swift","12"
"2014-02-01 00:00:00","kotlin","2"
"2014-02-01 00:00:00","typescript","119"
"2014-02-01 00:00:00","haskell","473"
"2014-02-01 00:00:00","julia","40"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","fortran","96"
"2014-02-01 00:00:00","php","16417"
"2014-02-01 00:00:00","lua","225"
"2014-03-01 00:00:00","clojure","188"
"2014-03-01 00:00:00","python","11391"
"2014-03-01 00:00:00","erlang","121"
"2014-03-01 00:00:00","delphi","440"
"2014-03-01 00:00:00","groovy","268"
"2014-03-01 00:00:00","objective-c","5000"
"2014-03-01 00:00:00","c","4540"
"2014-03-01 00:00:00","typescript","118"
"2014-03-01 00:00:00","sql","7691"
"2014-03-01 00:00:00","cobol","22"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","assembly","450"
"2014-03-01 00:00:00","fortran","139"
"2014-03-01 00:00:00","scala","929"
"2014-03-01 00:00:00","kotlin","2"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","java","21876"
"2014-03-01 00:00:00","php","18183"
"2014-03-01 00:00:00","swift","5"
"2014-03-01 00:00:00","rust","29"
"2014-03-01 00:00:00","c#","16108"
"2014-03-01 00:00:00","lua","230"
"2014-03-01 00:00:00","c++","8645"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","javascript","22557"
"2014-03-01 00:00:00","shell","951"
"2014-03-01 00:00:00","julia","48"
"2014-03-01 00:00:00","r","2796"
"2014-03-01 00:00:00","haskell","548"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","java","20752"
"2014-04-01 00:00:00","scala","923"
"2014-04-01 00:00:00","c++","8104"
"2014-04-01 00:00:00","lua","226"
"2014-04-01 00:00:00","c","3984"
"2014-04-01 00:00:00","shell","879"
"2014-04-01 00:00:00","python","10712"
"2014-04-01 00:00:00","rust","41"
"2014-04-01 00:00:00","r","2728"
"2014-04-01 00:00:00","haskell","502"
"2014-04-01 00:00:00","fortran","105"
"2014-04-01 00:00:00","cobol","18"
"2014-04-01 00:00:00","kotlin","4"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","c#","15236"
"2014-04-01 00:00:00","typescript","139"
"2014-04-01 00:00:00","ruby","2741"
"2014-04-01 00:00:00","objective-c","4636"
"2014-04-01 00:00:00","julia","38"
"2014-04-01 00:00:00","assembly","361"
"2014-04-01 00:00:00","javascript","21324"
"2014-04-01 00:00:00","clojure","235"
"2014-04-01 00:00:00","swift","4"
"2014-04-01 00:00:00","erlang","105"
"2014-04-01 00:00:00","groovy","237"
"2014-04-01 00:00:00","sql","7746"
"2014-04-01 00:00:00","php","17496"
"2014-04-01 00:00:00","go","340"
"2014-05-01 00:00:00","cobol","6"
"2014-05-01 00:00:00","rust","45"
"2014-05-01 00:00:00","ruby","2670"
"2014-05-01 00:00:00","javascript","19679"
"2014-05-01 00:00:00","shell","741"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","kotlin","6"
"2014-05-01 00:00:00","c++","6762"
"2014-05-01 00:00:00","groovy","243"
"2014-05-01 00:00:00","r","2576"
"2014-05-01 00:00:00","python","9209"
"2014-05-01 00:00:00","erlang","105"
"2014-05-01 00:00:00","objective-c","4145"
"2014-05-01 00:00:00","lua","230"
"2014-05-01 00:00:00","c#","13833"
"2014-05-01 00:00:00","fortran","108"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","c","3248"
"2014-05-01 00:00:00","haskell","544"
"2014-05-01 00:00:00","java","17870"
"2014-05-01 00:00:00","scala","851"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","clojure","176"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","julia","38"
"2014-05-01 00:00:00","php","14630"
"2014-05-01 00:00:00","typescript","138"
"2014-05-01 00:00:00","sql","6704"
"2014-06-01 00:00:00","c","2760"
"2014-06-01 00:00:00","php","12894"
"2014-06-01 00:00:00","typescript","104"
"2014-06-01 00:00:00","python","8884"
"2014-06-01 00:00:00","javascript","18210"
"2014-06-01 00:00:00","c#","12433"
"2014-06-01 00:00:00","assembly","266"
"2014-06-01 00:00:00","swift","2384"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","shell","719"
"2014-06-01 00:00:00","groovy","236"
"2014-06-01 00:00:00","kotlin","3"
"2014-06-01 00:00:00","rust","50"
"2014-06-01 00:00:00","clojure","145"
"2014-06-01 00:00:00","fortran","146"
"2014-06-01 00:00:00","julia","42"
"2014-06-01 00:00:00","java","15834"
"2014-06-01 00:00:00","lua","202"
"2014-06-01 00:00:00","r","2396"
"2014-06-01 00:00:00","c++","5641"
"2014-06-01 00:00:00","haskell","423"
"2014-06-01 00:00:00","objective-c","3731"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","cobol","8"
"2014-06-01 00:00:00","sql","6291"
"2014-06-01 00:00:00","scala","943"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","erlang","58"
"2014-07-01 00:00:00","sql","6796"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","erlang","77"
"2014-07-01 00:00:00","javascript","20040"
"2014-07-01 00:00:00","c","2821"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","php","14180"
"2014-07-01 00:00:00","clojure","167"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","c#","13628"
"2014-07-01 00:00:00","haskell","463"
"2014-07-01 00:00:00","groovy","307"
"2014-07-01 00:00:00","rust","90"
"2014-07-01 00:00:00","shell","807"
"2014-07-01 00:00:00","python","9887"
"2014-07-01 00:00:00","java","17296"
"2014-07-01 00:00:00","fortran","115"
"2014-07-01 00:00:00","scala","895"
"2014-07-01 00:00:00","c++","6253"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","julia","63"
"2014-07-01 00:00:00","objective-c","4164"
"2014-07-01 00:00:00","swift","1632"
"2014-07-01 00:00:00","lua","195"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","kotlin","3"
"2014-07-01 00:00:00","typescript","160"
"2014-07-01 00:00:00","cobol","12"
"2014-08-01 00:00:00","c","2669"
"2014-08-01 00:00:00","kotlin","4"
"2014-08-01 00:00:00","objective-c","3686"
"2014-08-01 00:00:00","clojure","164"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","swift","1689"
"2014-08-01 00:00:00","rust","129"
"2014-08-01 00:00:00","haskell","432"
"2014-08-01 00:00:00","shell","747"
"2014-08-01 00:00:00","groovy","295"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","cobol","12"
"2014-08-01 00:00:00","julia","45"
"2014-08-01 00:00:00","python","9092"
"2014-08-01 00:00:00","sql","6172"
"2014-08-01 00:00:00","scala","857"
"2014-08-01 00:00:00","javascript","18372"
"2014-08-01 00:00:00","typescript","122"
"2014-08-01 00:00:00","php","13117"
"2014-08-01 00:00:00","erlang","75"
"2014-08-01 00:00:00","fortran","79"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","c#","12450"
"2014-08-01 00:00:00","java","15682"
"2014-08-01 00:00:00","lua","191"
"2014-08-01 00:00:00","c++","5862"
"2014-09-01 00:00:00","clojure","206"
"2014-09-01 00:00:00","python","8754"
"2014-09-01 00:00:00","erlang","74"
"2014-09-01 00:00:00","php","13278"
"2014-09-01 00:00:00","groovy","274"
"2014-09-01 00:00:00","objective-c","3728"
"2014-09-01 00:00:00","kotlin","14"
"2014-09-01 00:00:00","rust","93"
"2014-09-01 00:00:00","c#","12291"
"2014-09-01 00:00:00","cobol","13"
"2014-09-01 00:00:00","julia","51"
"2014-09-01 00:00:00","shell","815"
"2014-09-01 00:00:00","fortran","85"
"2014-09-01 00:00:00","scala","854"
"2014-09-01 00:00:00","c","3222"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","java","16624"
"2014-09-01 00:00:00","lua","169"
"2014-09-01 00:00:00","ruby","2267"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","sql","6302"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","c++","6166"
"2014-09-01 00:00:00","haskell","413"
"2014-09-01 00:00:00","javascript","18045"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","swift","1893"
